"1","4.914805338388849","Paypal","26/4/2018 06:20 AM","180","browntiger776","4"
"2","0.2336238170878555","American Express","2020-01-01 09:07:16","95","browntiger776","4"
"3","0.6959684792455713","American Express","2018-10-02 03:43:30","71","browntiger776","3"
"4","1.3242518713513451","Visa","2019-05-19 15:18:11","149","browntiger776","2"
"5","0.35267302866950173","Paypal","2019-03-12 08:38:41","133","browntiger776","2"
"6","0.6168907936529868","Visa","2019-08-13 02:15:09","184","browntiger776","4"
"7","1.2271453279924254","Paypal","22/5/2018 01:04 AM","56","browntiger776","2"
"8","0.6730327270932321","Discover Network","2019-06-03 23:41:59","140","browntiger776","1"
"9","2.4381080866783993","Discover Network","3/6/2018 05:49 PM","47","browntiger776","1"
"10","4.710250147266456","American Express","6/6/2018 05:18 PM","98","browntiger776","3"
"11","1.8925274508120633","Cash","8/6/2018 02:16 AM","3","browntiger776","4"
"12","3.536973860997562","Paypal","2019-04-17 06:56:41","32","browntiger776","1"
"13","2.0879805103558486","Visa","2019-12-19 00:36:12","9","browntiger776","2"
"14","3.9322853189847624","Visa","18/6/2018 05:49 PM","129","browntiger776","3"
"15","2.696671498436985","Visa","2019-07-10 15:20:27","135","browntiger776","3"
"16","0.10042516012098326","American Express","2019-08-15 14:10:23","46","browntiger776","4"
"17","0.05981478302733111","American Express","1/7/2018 05:13 PM","180","browntiger776","1"
"18","0.8566275651639801","American Express","2020-12-20 11:00:57","15","browntiger776","3"
"19","2.784019783941042","Paypal","2020-04-19 16:47:03","112","browntiger776","3"
"20","5.544227465407314","Paypal","4/7/2018 10:45 PM","2","browntiger776","3"
"21","0.34817223759124744","American Express","7/7/2018 08:11 AM","135","browntiger776","2"
"22","1.6256532067413758","MasterCard","7/7/2018 08:46 PM","184","browntiger776","4"
"23","2.1403265206255506","American Express","15/7/2018 11:54 PM","35","browntiger776","3"
"24","0.9603863530575087","MasterCard","18/7/2018 01:12 AM","85","browntiger776","4"
"25","3.538680851587339","Paypal","20/7/2018 07:49 AM","38","browntiger776","2"
